gameId,playId,def_a_max,def_s_max,def_dis_max
2022100600,4121,2.79,2.69,2.18
2022100600,4192,3.97,2.25,17.18
2022100600,4213,2.63,2.29,2.27
2022100600,4237,2.05,2.67,3.7800000000000002
2022100600,4282,3.88,2.25,9.030000000000001
2022100600,4345,2.08,2.94,6.83
2022100600,4400,3.57,4.12,21.18
2022100600,4429,3.95,4.13,23.36
2022100600,4458,2.78,2.08,4.62
2022100600,4479,3.52,3.42,18.28
2022100600,4508,4.08,4.3,16.98
2022100600,4532,3.84,2.86,13.89
2022100600,4553,2.83,1.9,14.96
2022100600,4608,2.01,3.64,20.32
2022100600,4637,2.83,3.53,17.19
2022100600,4661,3.37,3.3,15.64
2022100600,4682,2.17,3.44,20.77
2022100600,4703,4.33,3.38,19.62
2022100600,4724,3.78,2.59,11.38
2022100900,66,2.15,2.64,12.48
2022100900,87,3.69,2.11,13.14
2022100900,109,4.08,2.92,15.46
2022100900,133,4.9,2.69,11.3
2022100900,154,4.48,4.5,28.16
2022100900,175,4.01,4.12,17.67
2022100900,218,3.1,2.59,12.85
2022100900,310,2.35,3.22,13.68
2022100900,331,3.42,3.94,21.78
2022100900,352,3.67,4.57,26.81
2022100900,393,5.15,2.97,13.9
2022100900,417,3.18,2.52,10.35
2022100900,441,2.99,4.46,33.35
2022100900,484,3.8,2.94,16.080000000000002
2022100900,505,4.25,5.02,27.62
2022100900,550,3.58,3.12,17.56
2022100900,615,4.04,4.53,34.45
2022100900,636,1.49,2.05,11.64
2022100900,660,3.03,2.68,16.62
2022100900,714,3.84,4.21,23.61
2022100900,736,2.49,3.56,16.51
2022100900,801,2.99,2.12,12.530000000000001
2022100900,830,2.86,2.54,11.83
2022100900,851,3.05,3.11,13.68
2022100900,875,3.96,3.1,11.8
2022100900,912,3.51,3.16,18.73
2022100900,934,3.6,3.27,22.96
2022100900,963,3.58,2.53,19.25
2022100900,1019,3.72,3.55,19.87
2022100900,1059,5.2,3.61,18.07
2022100900,1088,3.62,2.16,10.620000000000001
2022100900,1109,4.52,5.03,21.47
2022100900,1133,4.08,3.34,18.07
2022100900,1162,3.68,2.8,16.06
2022100900,1183,6.04,4.33,16.82
2022100900,1204,2.83,2.88,12.4
2022100900,1228,3.36,3.87,20.56
2022100900,1252,4.11,2.17,9.99
2022100900,1276,2.52,2.64,14.040000000000001
2022100900,1297,4.39,3.57,23.59
2022100900,1329,5.05,5.57,34.37
2022100900,1433,3.44,4.59,12.06
2022100900,1460,3.72,4.02,18.46
2022100900,1486,3.97,1.85,7.140000000000001
2022100900,1515,3.51,4.17,13.610000000000001
2022100900,1534,2.78,2.82,21.240000000000002
2022100900,1558,2.8,3.78,20.78
2022100900,1587,2.98,2.85,16.15
2022100900,1608,4.44,3.6,19.7
2022100900,1645,3.6,3.34,26.22
2022100900,1669,4.09,3.28,12.32
2022100900,1697,3.68,2.19,5.08
2022100900,1756,3.64,2.84,14.18
2022100900,1777,1.77,1.6,5.56
2022100900,1801,2.05,2.78,15.26
2022100900,1832,4.17,2.49,12.99
2022100900,1863,3.19,1.96,10.39
2022100900,1892,3.32,2.88,14.32
2022100900,1914,3.95,3.13,14.64
2022100900,2019,4.42,2.87,12.450000000000001
2022100900,2040,3.51,2.3,13.48
2022100900,2061,3.59,3.3,18.77
2022100900,2085,3.75,3.05,16.85
2022100900,2130,2.65,2.83,16.77
2022100900,2151,4.12,4.23,19.36
2022100900,2193,4.59,4.49,18.080000000000002
2022100900,2245,2.77,3.04,13.290000000000001
2022100900,2318,3.5,6.22,29.44
2022100900,2342,4.99,4.66,23.44
2022100900,2417,4.01,3.84,14.6
2022100900,2501,3.31,4.79,14.26
2022100900,2522,4.43,3.16,12.22
2022100900,2544,3.45,3.68,16.46
2022100900,2592,3.18,4.11,22.51
2022100900,2616,3.58,3.43,11.3
2022100900,2687,3.72,2.18,9.48
2022100900,2708,3.74,2.94,19.61
2022100900,2775,5.03,3.27,12.17
2022100900,2796,3.09,2.49,12.23
2022100900,2817,4.14,2.51,17.71
2022100900,2838,4.63,3.16,22.22
2022100900,2867,2.88,4.99,31.1
2022100900,2888,3.42,2.76,16.38
2022100900,2912,4.42,2.47,13.7
2022100900,2941,3.69,2.01,9.99
2022100900,2966,3.22,2.64,14.51
2022100900,3019,2.24,3.77,18.330000000000002
2022100900,3041,2.97,4.3,18.71
2022100900,3063,2.27,3.19,5.16
2022100900,3109,3.64,2.33,15.870000000000001
2022100900,3133,1.72,1.75,6.42
2022100900,3162,4.17,2.06,9.55
2022100900,3183,2.85,1.83,12.450000000000001
2022100900,3236,6.03,4.54,19.75
2022100900,3273,3.58,2.41,9.82
2022100900,3328,3.28,2.63,12.950000000000001
2022100900,3350,2.84,3.47,19.28
2022100900,3371,2.76,1.72,8.84
2022100900,3400,3.73,1.89,11.83
2022100900,3424,2.05,3.6,17.07
2022100900,3457,3.14,2.0,9.47
2022100900,3478,1.79,1.89,7.640000000000001
2022100900,3512,3.01,2.98,14.95
2022100900,3536,3.0,2.09,13.91
2022100900,3560,3.6,2.31,12.7
2022100900,3589,3.47,4.37,40.95
2022100900,3617,5.54,3.65,13.540000000000001
2022100900,3638,2.25,2.64,8.55
2022100900,3667,3.76,3.13,13.35
2022100900,3689,2.92,1.62,7.59
2022100900,3738,2.7,1.89,6.7
2022100900,3858,2.65,2.01,15.76
2022100901,74,3.85,4.8,28.67
2022100901,96,3.5,5.25,21.6
2022100901,117,2.92,4.41,26.35
2022100901,254,4.03,4.03,19.580000000000002
2022100901,278,2.34,2.52,10.3
2022100901,320,3.99,2.83,13.790000000000001
2022100901,344,3.34,3.37,23.14
2022100901,365,2.09,3.05,18.580000000000002
2022100901,394,2.83,5.03,19.57
2022100901,418,2.93,1.75,12.02
2022100901,439,3.2,2.17,18.02
2022100901,461,3.23,3.75,13.5
2022100901,489,2.82,4.14,12.13
2022100901,513,3.1,3.68,16.84
2022100901,534,5.68,2.95,11.9
2022100901,555,4.46,2.85,12.96
2022100901,647,1.98,1.39,4.8100000000000005
2022100901,668,1.73,2.49,13.53
2022100901,713,3.58,1.73,12.19
2022100901,735,2.85,1.78,9.78
2022100901,816,4.02,4.54,17.46
2022100901,872,3.44,3.17,13.2
2022100901,896,2.59,3.02,17.21
2022100901,964,3.44,2.76,4.84
2022100901,1004,3.27,2.06,7.3500000000000005
2022100901,1028,2.88,3.57,17.61
2022100901,1052,1.52,0.87,2.17
2022100901,1078,3.2,3.62,10.63
2022100901,1099,3.69,4.46,19.33
2022100901,1128,3.43,2.76,12.57
2022100901,1149,2.84,4.52,25.64
2022100901,1178,2.81,2.52,12.18
2022100901,1210,2.3,4.65,21.4
2022100901,1231,3.35,4.03,18.48
2022100901,1252,1.9,1.98,5.140000000000001
2022100901,1295,2.23,2.98,15.71
2022100901,1355,4.17,4.58,25.14
2022100901,1376,3.34,4.96,23.35
2022100901,1397,2.17,3.79,10.24
2022100901,1438,4.41,3.63,13.14
2022100901,1476,2.62,3.57,12.92
2022100901,1536,2.2,2.71,13.92
2022100901,1584,1.7,3.33,12.02
2022100901,1606,1.91,3.01,14.64
2022100901,1630,2.54,2.42,16.62
2022100901,1675,2.24,3.22,18.88
2022100901,1697,3.0,2.67,9.77
2022100901,1748,2.24,3.33,11.07
2022100901,1777,2.64,3.59,15.65
2022100901,1806,1.95,2.89,19.05
2022100901,1828,3.02,2.43,14.92
2022100901,1852,3.22,2.3,15.09
2022100901,1893,2.62,2.37,13.370000000000001
2022100901,1914,3.06,4.12,17.46
2022100901,1943,3.27,3.99,28.01
2022100901,2020,4.08,3.93,22.95
2022100901,2083,3.14,3.09,14.33
2022100901,2132,2.37,3.39,15.51
2022100901,2154,1.59,1.56,1.28
2022100901,2213,3.92,2.42,11.31
2022100901,2247,2.78,2.76,17.25
2022100901,2330,2.67,3.07,29.17
2022100901,2354,4.2,2.42,14.530000000000001
2022100901,2383,3.43,3.56,19.19
2022100901,2407,1.94,1.52,6.24
2022100901,2429,2.54,4.52,28.48
2022100901,2491,2.12,1.75,14.120000000000001
2022100901,2519,2.07,2.94,8.03
2022100901,2618,5.29,1.84,6.7700000000000005
2022100901,2727,2.87,4.01,14.73
2022100901,2768,3.04,3.22,12.02
2022100901,2797,1.05,2.13,0.8200000000000001
2022100901,2821,1.7,2.04,10.59
2022100901,2895,2.75,1.12,0.59
2022100901,2931,2.18,1.49,5.3
2022100901,2952,4.96,3.67,18.34
2022100901,3001,4.52,3.93,20.39
2022100901,3128,4.78,3.27,13.68
2022100901,3192,1.74,2.41,4.0
2022100901,3242,3.79,2.86,10.14
2022100901,3263,4.34,2.84,8.74
2022100901,3292,3.62,5.67,7.26
2022100901,3316,4.09,2.4,16.41
2022100901,3340,1.94,4.06,16.45
2022100901,3362,2.74,4.67,9.67
2022100901,3384,2.19,3.17,16.54
2022100901,3406,2.63,2.58,11.07
2022100901,3428,3.33,2.26,5.98
2022100901,3453,2.45,2.8,9.450000000000001
2022100901,3475,2.54,2.66,11.5
2022100901,3516,2.21,1.29,1.22
2022100901,3538,2.07,2.41,6.16
2022100901,3559,2.56,3.22,21.89
2022100901,3600,2.05,3.25,15.370000000000001
2022100901,3622,1.32,1.6,1.77
2022100901,3646,4.08,2.69,16.36
2022100901,3707,1.93,2.46,11.34
2022100901,3731,3.02,2.27,13.83
2022100901,3785,3.24,3.88,14.96
2022100901,3809,2.9,2.37,12.82
2022100901,3830,3.65,2.5,7.6
2022100901,3861,1.98,1.87,9.88
2022100901,3885,1.83,1.5,3.96
2022100901,3909,1.76,2.16,5.3100000000000005
2022100901,3933,4.26,3.11,14.73
2022100901,3962,4.13,3.37,12.0
2022100901,3981,2.08,2.47,12.92
2022100901,4040,1.59,1.06,1.09
2022100901,4068,1.34,1.34,1.6300000000000001
2022100902,57,2.97,2.34,14.58
2022100902,78,2.4,2.43,16.9
2022100902,102,3.09,2.7,15.06
2022100902,208,3.42,3.56,17.03
2022100902,247,3.66,2.92,10.15
2022100902,269,2.66,3.41,20.05
2022100902,290,3.01,3.76,14.52
2022100902,322,3.11,3.04,12.92
2022100902,343,2.42,2.65,11.18
2022100902,372,3.99,4.76,19.58
2022100902,394,2.44,2.8,11.870000000000001
2022100902,423,3.42,4.12,14.86
2022100902,445,3.37,4.38,19.77
2022100902,470,3.95,2.09,11.25
2022100902,496,3.48,4.1,26.52
2022100902,519,4.11,4.32,20.58
2022100902,540,4.22,4.01,16.35
2022100902,572,2.79,2.24,4.62
2022100902,601,1.84,2.7,10.17
2022100902,624,3.49,2.79,15.36
2022100902,653,4.03,4.38,15.68
2022100902,674,4.6,3.98,15.85
2022100902,730,3.64,3.91,9.27
2022100902,756,3.66,3.09,9.97
2022100902,782,2.82,4.36,11.08
2022100902,831,2.55,2.25,10.67
2022100902,922,2.97,2.91,10.74
2022100902,943,2.44,3.63,13.92
2022100902,969,4.06,2.89,16.82
2022100902,1025,3.85,2.96,12.53
2022100902,1057,1.93,3.09,17.09
2022100902,1100,1.95,2.71,8.7
2022100902,1121,2.36,3.04,11.07
2022100902,1145,3.27,3.96,13.040000000000001
2022100902,1210,3.78,1.65,11.6
2022100902,1233,3.56,2.92,17.6
2022100902,1256,2.98,3.69,23.56
2022100902,1299,4.83,5.36,31.36
2022100902,1320,3.08,2.95,13.44
2022100902,1344,2.62,3.41,12.86
2022100902,1368,2.32,4.74,11.03
2022100902,1389,3.06,2.79,13.31
2022100902,1411,3.15,4.09,17.22
2022100902,1432,4.66,3.7,17.77
2022100902,1453,7.09,5.7,16.57
2022100902,1477,3.67,2.57,13.58
2022100902,1498,2.88,2.82,14.81
2022100902,1550,2.29,2.11,4.49
2022100902,1571,2.78,3.61,14.55
2022100902,1627,3.45,3.99,12.290000000000001
2022100902,1656,3.48,6.5,21.41
2022100902,1680,2.96,3.24,18.94
2022100902,1701,3.96,3.57,16.490000000000002
2022100902,1723,5.26,6.34,39.76
2022100902,1782,5.39,5.01,20.23
2022100902,1846,2.55,2.86,13.43
2022100902,1870,3.11,2.74,15.6
2022100902,1894,3.46,2.92,14.26
2022100902,1970,4.11,3.26,15.5
2022100902,1991,3.25,4.68,9.85
2022100902,2060,4.25,3.76,19.45
2022100902,2089,4.51,3.24,15.58
2022100902,2110,2.59,3.4,5.17
2022100902,2132,3.11,4.4,19.11
2022100902,2154,3.91,3.07,14.43
2022100902,2196,2.09,2.26,7.17
2022100902,2254,2.98,4.34,18.84
2022100902,2308,2.98,3.38,16.94
2022100902,2329,2.65,2.91,15.120000000000001
2022100902,2392,3.72,3.16,16.33
2022100902,2416,2.94,3.7,12.14
2022100902,2438,3.47,3.56,15.64
2022100902,2462,4.51,3.68,21.41
2022100902,2483,1.9,2.99,16.26
2022100902,2542,3.15,4.02,14.32
2022100902,2607,3.15,2.42,12.64
2022100902,2629,4.08,3.9,18.68
2022100902,2650,4.08,2.0,11.290000000000001
2022100902,2674,3.39,2.3,6.12
2022100902,2704,2.65,3.66,15.33
2022100902,2725,1.82,2.17,5.45
2022100902,2749,5.37,6.27,23.080000000000002
2022100902,2778,2.76,2.79,12.620000000000001
2022100902,2822,2.42,3.08,14.53
2022100902,2844,2.26,2.63,7.84
2022100902,2923,3.49,3.87,16.05
2022100902,2947,3.94,3.23,7.97
2022100902,2969,4.74,4.94,30.07
2022100902,2993,2.94,4.86,16.89
2022100902,3017,2.73,3.47,8.34
2022100902,3038,5.89,3.89,18.02
2022100902,3062,3.55,3.02,14.06
2022100902,3083,1.87,3.95,16.990000000000002
2022100902,3106,4.47,2.78,19.26
2022100902,3142,6.73,3.82,17.26
2022100902,3199,3.24,5.81,26.57
2022100902,3220,3.53,3.18,5.04
2022100902,3268,3.15,3.16,15.42
2022100902,3292,2.66,2.48,9.52
2022100902,3318,2.51,3.43,17.72
2022100902,3339,3.47,4.03,22.6
2022100902,3360,3.45,5.03,22.14
2022100902,3381,2.79,4.53,18.71
2022100902,3402,2.14,4.12,10.54
2022100902,3439,4.98,3.1,7.96
2022100902,3465,4.4,6.42,30.06
2022100902,3489,3.39,4.48,16.09
2022100902,3552,3.37,2.99,19.15
2022100902,3573,2.76,1.77,1.84
2022100902,3594,2.08,3.4,9.82
2022100902,3615,2.88,2.39,10.48
2022100902,3639,3.42,3.46,18.42
2022100902,3663,3.61,2.42,11.88
2022100902,3687,2.9,3.12,10.26
2022100902,3708,3.92,4.34,23.49
2022100902,3745,6.09,3.48,13.100000000000001
2022100902,3773,3.07,3.23,14.040000000000001
2022100902,3794,2.52,2.97,17.5
2022100902,3823,2.42,3.44,15.64
2022100902,3849,3.57,3.35,11.3
2022100902,3876,4.02,4.62,16.1
2022100902,3914,1.97,2.6,15.48
2022100902,3942,1.71,0.79,1.6
2022100902,3966,3.89,3.06,11.66
2022100902,3994,3.14,4.92,17.169999999999998
2022100902,4030,2.25,3.42,17.31
2022100902,4052,4.59,3.31,18.61
2022100902,4076,1.31,1.36,1.43
2022100902,4097,2.29,2.57,5.36
2022100902,4128,2.26,3.78,17.5
2022100903,56,2.33,3.09,14.69
2022100903,78,3.57,4.99,25.38
2022100903,102,2.81,2.93,13.83
2022100903,149,3.6,2.59,11.6
2022100903,170,3.13,4.44,27.26
2022100903,194,4.72,4.93,25.58
2022100903,241,3.74,3.51,12.27
2022100903,265,4.17,2.41,11.07
2022100903,286,4.39,4.06,20.42
2022100903,307,3.97,3.06,15.76
2022100903,348,2.21,2.42,4.46
2022100903,369,3.62,2.75,10.96
2022100903,390,2.35,3.69,12.53
2022100903,435,3.24,3.47,14.94
2022100903,457,3.87,2.44,12.86
2022100903,505,3.31,2.06,10.3
2022100903,529,4.26,3.61,36.7
2022100903,550,3.72,2.85,10.05
2022100903,572,4.2,3.47,35.96
2022100903,619,5.27,5.95,11.04
2022100903,643,1.46,1.52,1.8900000000000001
2022100903,664,1.82,2.13,5.68
2022100903,688,2.69,1.89,4.91
2022100903,709,2.07,1.41,2.87
2022100903,730,1.91,2.34,2.87
2022100903,754,3.02,1.8,4.41
2022100903,775,4.49,5.11,11.6
2022100903,801,3.46,3.05,10.84
2022100903,823,2.83,1.69,8.52
2022100903,886,3.15,4.23,15.84
2022100903,907,2.31,1.89,11.56
2022100903,928,1.58,1.77,5.46
2022100903,994,3.42,2.5,11.36
2022100903,1018,2.65,1.97,13.27
2022100903,1039,3.23,4.12,20.43
2022100903,1119,4.2,3.17,12.83
2022100903,1140,5.92,5.05,21.68
2022100903,1161,3.01,3.22,12.6
2022100903,1182,3.79,3.12,13.02
2022100903,1227,2.6,2.99,13.55
2022100903,1249,3.98,2.82,8.31
2022100903,1270,3.43,3.62,18.89
2022100903,1292,2.92,1.89,11.63
2022100903,1346,4.29,3.56,15.8
2022100903,1367,3.8,5.75,18.76
2022100903,1388,5.13,6.4,27.44
2022100903,1435,3.29,3.07,14.98
2022100903,1459,3.72,1.7,12.38
2022100903,1483,3.26,6.0,27.91
2022100903,1546,3.83,3.21,13.98
2022100903,1590,2.3,3.1,7.59
2022100903,1614,4.16,2.92,12.32
2022100903,1645,1.6,2.03,3.58
2022100903,1669,1.92,1.76,3.68
2022100903,1693,3.58,2.34,10.67
2022100903,1724,2.13,3.0,5.89
2022100903,1788,4.23,3.17,19.52
2022100903,1961,4.07,2.43,7.04
2022100903,2016,1.9,2.01,6.01
2022100903,2037,3.34,3.75,14.09
2022100903,2061,2.47,3.23,6.25
2022100903,2082,2.83,2.36,9.44
2022100903,2106,4.68,4.0,20.79
2022100903,2132,2.85,3.5,11.08
2022100903,2153,4.0,3.36,27.52
2022100903,2177,4.06,3.22,12.32
2022100903,2224,3.65,2.96,12.73
2022100903,2245,3.77,4.34,20.01
2022100903,2269,2.5,3.24,17.55
2022100903,2290,4.36,5.35,15.55
2022100903,2311,2.15,1.77,11.26
2022100903,2332,3.31,4.41,16.3
2022100903,2353,4.03,3.27,15.46
2022100903,2377,2.71,2.76,15.39
2022100903,2422,4.57,6.55,16.77
2022100903,2443,1.83,4.04,21.81
2022100903,2469,6.45,7.41,21.82
2022100903,2512,2.48,4.1,14.62
2022100903,2533,3.88,3.25,17.02
2022100903,2557,2.91,1.83,8.86
2022100903,2581,3.97,4.74,13.46
2022100903,2656,2.59,3.98,22.75
2022100903,2688,3.32,3.38,17.31
2022100903,2710,3.43,4.14,14.99
2022100903,2734,4.71,3.91,22.06
2022100903,2758,2.23,2.71,13.1
2022100903,2779,2.97,1.91,10.4
2022100903,2798,6.07,5.43,31.150000000000002
2022100903,2819,1.65,2.01,11.93
2022100903,2860,4.36,2.75,13.23
2022100903,2882,2.95,3.74,16.89
2022100903,2927,4.06,2.93,13.83
2022100903,2974,2.9,3.49,15.56
2022100903,2995,2.77,2.06,13.05
2022100903,3019,3.19,2.37,14.23
2022100903,3086,4.51,4.44,21.4
2022100903,3108,1.81,2.95,12.6
2022100903,3153,4.74,3.41,14.540000000000001
2022100903,3174,2.75,4.97,21.77
2022100903,3245,5.99,3.51,9.82
2022100903,3266,2.98,2.75,14.77
2022100903,3292,1.98,2.02,10.39
2022100903,3327,2.76,2.19,7.26
2022100903,3419,2.53,2.0,9.31
2022100903,3440,2.18,3.62,6.56
2022100903,3462,2.59,2.72,5.43
2022100903,3486,3.27,4.49,4.53
2022100903,3515,2.83,2.59,12.620000000000001
2022100903,3573,3.56,3.65,15.57
2022100903,3595,3.59,3.69,9.98
2022100903,3639,4.09,4.02,15.88
2022100903,3660,3.15,3.61,13.92
2022100903,3688,2.87,3.47,9.81
2022100903,3741,3.84,4.6,25.52
2022100903,3763,3.02,2.93,14.23
2022100903,3787,1.94,4.09,6.91
2022100903,3808,3.39,2.02,8.44
2022100903,3841,3.23,2.08,7.41
2022100903,3870,4.22,2.7,12.64
2022100903,3895,2.62,3.82,20.53
2022100904,63,3.03,3.61,14.31
2022100904,113,3.34,1.69,8.57
2022100904,137,4.07,3.49,17.740000000000002
2022100904,161,2.69,3.06,15.67
2022100904,182,4.0,3.72,14.89
2022100904,203,3.46,2.39,14.290000000000001
2022100904,227,2.85,1.99,11.9
2022100904,248,2.71,1.77,10.72
2022100904,277,3.4,1.88,7.8100000000000005
2022100904,301,2.59,2.73,19.6
2022100904,331,4.25,5.04,20.7
2022100904,414,3.43,4.09,9.49
2022100904,438,2.65,2.58,11.64
2022100904,495,2.06,1.24,3.52
2022100904,516,2.61,4.22,20.74
2022100904,561,3.69,3.14,17.55
2022100904,617,4.06,2.75,16.45
2022100904,646,3.78,2.74,16.88
2022100904,667,3.2,1.59,12.38
2022100904,691,3.56,3.88,26.6
2022100904,715,4.16,2.59,11.68
2022100904,760,3.49,2.25,10.66
2022100904,781,3.47,1.98,8.4
2022100904,802,5.58,3.74,29.25
2022100904,831,3.33,3.28,11.17
2022100904,874,3.84,4.96,20.15
2022100904,934,2.39,3.09,14.45
2022100904,972,3.62,3.07,7.2
2022100904,994,2.1,1.84,9.870000000000001
2022100904,1065,5.56,2.86,16.59
2022100904,1086,4.9,3.9,23.03
2022100904,1110,3.47,5.59,19.57
2022100904,1179,4.04,3.03,14.09
2022100904,1203,4.27,4.86,32.76
2022100904,1247,4.11,3.83,17.39
2022100904,1271,4.03,2.58,13.86
2022100904,1292,2.71,2.33,12.71
2022100904,1313,5.87,6.31,28.71
2022100904,1369,2.65,2.41,12.13
2022100904,1390,3.6,2.15,11.870000000000001
2022100904,1411,4.35,2.26,9.24
2022100904,1432,1.76,1.67,8.74
2022100904,1458,2.53,2.33,12.28
2022100904,1479,3.89,4.25,19.21
2022100904,1536,4.05,2.8,7.96
2022100904,1562,5.25,3.53,19.47
2022100904,1583,2.26,1.72,4.47
2022100904,1605,2.39,1.89,6.64
2022100904,1634,3.19,6.01,27.36
2022100904,1723,3.19,2.62,8.97
2022100904,1748,3.29,4.38,10.14
2022100904,1769,4.23,3.2,9.25
2022100904,1792,3.0,3.19,14.77
2022100904,1861,3.79,3.18,16.44
2022100904,1883,4.99,3.43,14.6
2022100904,1907,3.07,4.32,14.27
2022100904,1971,3.51,2.69,14.85
2022100904,1993,4.03,2.35,13.040000000000001
2022100904,2017,3.17,5.66,27.32
2022100904,2048,4.31,4.97,3.34
2022100904,2131,2.86,2.59,10.45
2022100904,2152,1.65,1.94,8.34
2022100904,2176,2.05,2.4,10.35
2022100904,2197,1.87,3.11,16.7
2022100904,2223,2.51,5.54,19.59
2022100904,2247,4.18,3.38,14.73
2022100904,2268,1.73,1.78,7.76
2022100904,2294,3.74,3.67,14.91
2022100904,2355,2.55,2.71,9.34
2022100904,2381,3.61,3.57,13.25
2022100904,2402,3.11,4.16,21.8
2022100904,2426,4.62,4.2,23.05
2022100904,2447,3.71,3.31,20.06
2022100904,2469,4.23,3.09,17.66
2022100904,2511,3.23,1.84,8.88
2022100904,2532,2.62,2.39,11.16
2022100904,2558,3.79,5.74,24.81
2022100904,2624,2.93,1.42,7.760000000000001
2022100904,2648,3.44,2.69,7.46
2022100904,2669,3.03,4.0,22.45
2022100904,2719,2.74,3.48,14.51
2022100904,2740,3.11,2.09,12.65
2022100904,2761,3.47,2.74,14.99
2022100904,2824,3.75,3.36,19.22
2022100904,2896,5.82,3.87,17.75
2022100904,2920,2.87,1.71,7.26
2022100904,2944,4.39,3.34,17.53
2022100904,3001,3.15,3.19,12.28
2022100904,3027,7.25,3.84,12.08
2022100904,3048,4.52,3.43,16.87
2022100904,3081,4.32,3.59,21.05
2022100904,3105,1.64,2.92,5.8500000000000005
2022100904,3126,3.46,2.15,9.81
2022100904,3150,4.06,3.89,17.96
2022100904,3228,4.07,4.45,21.57
2022100904,3252,2.71,2.44,10.5
2022100904,3273,3.05,3.78,20.93
2022100904,3297,2.93,6.09,21.23
2022100904,3318,1.71,2.09,11.540000000000001
2022100904,3339,3.92,3.3,14.01
2022100904,3368,3.56,2.97,18.12
2022100904,3392,3.82,4.41,33.44
2022100904,3413,4.22,3.55,24.15
2022100904,3434,3.02,2.3,12.8
2022100904,3463,3.78,4.5,21.55
2022100904,3484,3.48,3.07,11.45
2022100904,3506,4.05,3.62,21.38
2022100904,3532,4.83,3.01,15.06
2022100904,3556,5.62,4.21,16.31
2022100904,3585,3.76,1.8,9.040000000000001
2022100904,3606,3.7,2.82,12.93
2022100904,3664,3.44,3.01,14.2
2022100904,3693,2.68,3.01,14.62
2022100904,3717,4.95,3.8,24.34
2022100904,3753,2.94,4.52,4.99
2022100904,3777,1.95,3.97,11.6
2022100904,3817,2.96,1.93,5.5
2022100905,56,3.2,3.28,26.080000000000002
2022100905,77,4.2,4.8,33.64
2022100905,101,4.24,2.95,10.61
2022100905,122,2.69,3.05,15.34
2022100905,143,2.83,3.55,22.38
2022100905,167,4.87,4.25,26.4
2022100905,193,2.89,4.6,15.24
2022100905,216,5.19,3.19,15.53
2022100905,239,3.72,6.29,36.75
2022100905,266,3.28,4.21,23.43
2022100905,287,2.91,4.04,6.93
2022100905,311,2.86,3.47,8.7
2022100905,371,3.24,2.79,12.22
2022100905,395,3.39,1.87,12.32
2022100905,416,3.93,4.47,21.31
2022100905,437,2.87,5.48,20.38
2022100905,463,3.39,3.33,12.56
2022100905,484,3.5,2.55,12.55
2022100905,515,2.87,4.57,19.57
2022100905,538,3.35,4.09,19.06
2022100905,561,2.0,2.66,9.95
2022100905,590,4.74,4.26,17.71
2022100905,611,3.12,3.85,13.22
2022100905,655,10.46,6.15,19.75
2022100905,679,3.27,5.45,19.88
2022100905,700,3.45,3.4,16.560000000000002
2022100905,721,3.31,3.93,14.76
2022100905,761,5.34,4.32,28.580000000000002
2022100905,828,2.06,2.69,11.65
2022100905,860,3.46,3.13,11.41
2022100905,886,4.39,3.26,17.18
2022100905,907,5.04,5.61,12.13
2022100905,928,3.74,4.2,24.0
2022100905,950,2.14,3.27,13.07
2022100905,971,4.94,3.83,21.47
2022100905,1032,5.55,3.69,25.72
2022100905,1056,3.84,4.48,16.62
2022100905,1115,3.93,3.61,14.03
2022100905,1153,2.87,3.83,11.35
2022100905,1179,2.48,3.62,17.61
2022100905,1200,4.13,3.26,13.17
2022100905,1232,3.83,5.45,19.47
2022100905,1278,3.94,3.05,12.07
2022100905,1299,3.36,3.31,17.14
2022100905,1320,3.18,3.53,17.88
2022100905,1348,2.5,3.4,10.530000000000001
2022100905,1409,2.82,5.7,36.39
2022100905,1430,2.64,3.3,21.36
2022100905,1451,5.5,4.43,32.37
2022100905,1516,3.68,4.36,13.93
2022100905,1545,4.04,5.07,23.49
2022100905,1566,4.56,3.81,13.57
2022100905,1623,3.1,4.02,15.19
2022100905,1689,1.91,3.86,10.03
2022100905,1780,4.47,3.51,23.3
2022100905,1804,5.0,3.98,26.04
2022100905,1825,5.91,4.97,23.73
2022100905,1879,4.13,4.14,16.02
2022100905,1900,4.16,3.54,15.620000000000001
2022100905,1924,3.66,4.67,17.73
2022100905,1945,3.23,3.86,14.37
2022100905,1969,4.15,4.77,21.4
2022100905,2027,2.76,2.45,9.84
2022100905,2051,2.31,2.22,5.69
2022100905,2072,2.96,4.08,14.3
2022100905,2093,1.88,1.24,0.79
2022100905,2121,3.59,3.53,20.06
2022100905,2142,3.11,2.27,14.94
2022100905,2163,2.22,3.6,16.8
2022100905,2185,3.06,4.86,10.94
2022100905,2209,2.36,1.87,4.58
2022100905,2233,4.09,3.91,20.05
2022100905,2261,4.49,4.61,26.44
2022100905,2288,2.24,3.44,12.14
2022100905,2309,3.15,5.03,26.11
2022100905,2336,3.21,3.3,20.38
2022100905,2357,2.79,3.66,7.09
2022100905,2378,3.98,3.21,15.610000000000001
2022100905,2445,1.9,2.11,4.75
2022100905,2469,3.43,2.88,9.98
2022100905,2498,3.36,5.22,16.54
2022100905,2524,4.25,3.34,16.46
2022100905,2546,3.08,3.44,12.89
2022100905,2629,3.62,6.95,23.65
2022100905,2653,3.3,4.2,22.02
2022100905,2714,2.89,3.96,16.3
2022100905,2736,2.77,2.5,10.48
